nct_id,brief_title,overall_status,phase,start_date,completion_date,enrollment,sponsor_name,lead_or_collaborator,start_year,who_gap_period,condition
NCT00513396,High-Dose Isoniazid Adjuvant Therapy for Multidrug Resistant Tuberculosis,COMPLETED,PHASE2/PHASE3,2004-01-31,2006-12-31,134.0,GSVM Medical College,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT00513396,High-Dose Isoniazid Adjuvant Therapy for Multidrug Resistant Tuberculosis,COMPLETED,PHASE2/PHASE3,2004-01-31,2006-12-31,134.0,GSVM Medical College,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT00513396,High-Dose Isoniazid Adjuvant Therapy for Multidrug Resistant Tuberculosis,COMPLETED,PHASE2/PHASE3,2004-01-31,2006-12-31,134.0,GSVM Medical College,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT00513396,High-Dose Isoniazid Adjuvant Therapy for Multidrug Resistant Tuberculosis,COMPLETED,PHASE2/PHASE3,2004-01-31,2006-12-31,134.0,GSVM Medical College,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Brigham and Women's Hospital,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,MIT William Asbjornsen Albert Memorial Fellowship,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Brigham and Women's Hospital,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Brigham and Women's Hospital,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,National Institute of Allergy and Infectious Diseases (NIAID),collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,MIT William Asbjornsen Albert Memorial Fellowship,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,MIT William Asbjornsen Albert Memorial Fellowship,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,National Institute of Allergy and Infectious Diseases (NIAID),collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,National Institute of Allergy and Infectious Diseases (NIAID),collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Bill and Melinda Gates Foundation,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Bill and Melinda Gates Foundation,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,MIT William Asbjornsen Albert Memorial Fellowship,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Bill and Melinda Gates Foundation,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,National Institute of Allergy and Infectious Diseases (NIAID),collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Bill and Melinda Gates Foundation,collaborator,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT01201941,"Operational Assessment of Laboratory Information System for MDR-TB in Lima, Peru",COMPLETED,,2004-11-30,2009-03-31,1849.0,Brigham and Women's Hospital,lead,2004.0,Pre-WHO GAP,"tuberculosis, multidrug-resistant"
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,osteomyelitis
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,osteomyelitis
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,osteomyelitis
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00324922,Vancomycin Or Trimethoprim/Sulfamethoxazole for Methicillin-resistant Staphylococcus Aureus Osteomyelitis,COMPLETED,PHASE3,2006-05-01,2007-05-01,2.0,University of Washington,lead,2006.0,Pre-WHO GAP,osteomyelitis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,multi-drug resistant tuberculosis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,tuberculosis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,tuberculosis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,multi-drug resistant tuberculosis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,tuberculosis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,multi-drug resistant tuberculosis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,multi-drug resistant tuberculosis
NCT00425113,Metronidazole for Pulmonary Tuberculosis (South Korea),COMPLETED,PHASE2,2006-12-31,2013-02-28,35.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2006.0,Pre-WHO GAP,tuberculosis
NCT01200654,Population Pharmacokinetics of Linezolid,COMPLETED,PHASE4,2007-11-30,2010-08-31,60.0,"University Hospital, Toulouse",lead,2007.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01200654,Population Pharmacokinetics of Linezolid,COMPLETED,PHASE4,2007-11-30,2010-08-31,60.0,"University Hospital, Toulouse",lead,2007.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01200654,Population Pharmacokinetics of Linezolid,COMPLETED,PHASE4,2007-11-30,2010-08-31,60.0,"University Hospital, Toulouse",lead,2007.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT01200654,Population Pharmacokinetics of Linezolid,COMPLETED,PHASE4,2007-11-30,2010-08-31,60.0,"University Hospital, Toulouse",lead,2007.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00591474,The Influence of Probiotics on Vancomycin-Resistant Enterococcus,TERMINATED,NA,2007-12-31,2010-06-30,8.0,Oregon Health and Science University,lead,2007.0,Pre-WHO GAP,gi colonization of vancomycin-resistant enterococcus
NCT00591474,The Influence of Probiotics on Vancomycin-Resistant Enterococcus,TERMINATED,NA,2007-12-31,2010-06-30,8.0,Oregon Health and Science University,lead,2007.0,Pre-WHO GAP,gi colonization of vancomycin-resistant enterococcus
NCT00591474,The Influence of Probiotics on Vancomycin-Resistant Enterococcus,TERMINATED,NA,2007-12-31,2010-06-30,8.0,Oregon Health and Science University,lead,2007.0,Pre-WHO GAP,gi colonization of vancomycin-resistant enterococcus
NCT00591474,The Influence of Probiotics on Vancomycin-Resistant Enterococcus,TERMINATED,NA,2007-12-31,2010-06-30,8.0,Oregon Health and Science University,lead,2007.0,Pre-WHO GAP,gi colonization of vancomycin-resistant enterococcus
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Cardinal Health,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Inova Health Care Services,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Inova Health Care Services,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Cardinal Health,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Cardinal Health,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Inova Health Care Services,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Inova Health Care Services,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT01028105,Incidence and Relationship of Positive Preoperative Methicillin Resistant Staphylococcus Aureus (MRSA) Screens and Post-operative Infections,TERMINATED,NA,2008-02-29,2013-10-31,975.0,Cardinal Health,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00713674,Comparison of Decolonization of Methicillin-resistant Staphylococcus Aureus (MRSA) Using Theraworx,WITHDRAWN,NA,2008-03-31,2009-02-28,0.0,Mercy Research,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00713674,Comparison of Decolonization of Methicillin-resistant Staphylococcus Aureus (MRSA) Using Theraworx,WITHDRAWN,NA,2008-03-31,2009-02-28,0.0,Mercy Research,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00713674,Comparison of Decolonization of Methicillin-resistant Staphylococcus Aureus (MRSA) Using Theraworx,WITHDRAWN,NA,2008-03-31,2009-02-28,0.0,Mercy Research,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00713674,Comparison of Decolonization of Methicillin-resistant Staphylococcus Aureus (MRSA) Using Theraworx,WITHDRAWN,NA,2008-03-31,2009-02-28,0.0,Mercy Research,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,extensively drug-resistant tuberculosis
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, pulmonary"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, pulmonary"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, multidrug resistant"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, multidrug resistant"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,extensively drug-resistant tuberculosis
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,extensively drug-resistant tuberculosis
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, pulmonary"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, pulmonary"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, multidrug resistant"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,"tuberculosis, multidrug resistant"
NCT00685360,"A Trial to Evaluate OPC 67683 in Participants With Pulmonary Sputum Culture-positive, Multidrug-resistant Tuberculosis (TB)",COMPLETED,PHASE2,2008-05-08,2010-06-11,481.0,"Otsuka Pharmaceutical Development & Commercialization, Inc.",lead,2008.0,Pre-WHO GAP,extensively drug-resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,multidrug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,pulmonary tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,pulmonary tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,pulmonary tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,multidrug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,multidrug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,extensively drug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,extensively drug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,extensively drug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,extensively drug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,multidrug resistant tuberculosis
NCT00727844,Linezolid to Treat Extensively-Drug Resistant Tuberculosis,COMPLETED,PHASE2,2008-07-31,2014-11-30,41.0,National Institute of Allergy and Infectious Diseases (NIAID),lead,2008.0,Pre-WHO GAP,pulmonary tuberculosis
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,abscess
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,59th Medical Wing,lead,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,Emergency Medicine Foundation,collaborator,2008.0,Pre-WHO GAP,methicillin-resistant staphylococcus aureus infection
NCT00822692,Trial of Septra for Uncomplicated Skin Abscesses in Patients at Risk for Community Acquired Methicillin-Resistant Staphylococcus Aureus Infection,COMPLETED,NA,2008-07-31,2009-06-30,139.0,U.S. Air Force Office of the Surgeon General,collaborator,2008.0,Pre-WHO GAP,abscess
